[u'comic_book', 0.51586157, u'crossword_puzzle', 0.15112002, u'drumstick', 0.069006965]
[u'comic_book', 0.43547744, u'bikini', 0.16409086, u'maillot', 0.044406284]
[u'crossword_puzzle', 0.84444094, u'swimming_trunks', 0.047270127, u'bathtub', 0.032353997]
[u'bathing_cap', 0.34898308, u'sombrero', 0.181354, u'bikini', 0.13787214]
[u'bikini', 0.88110167, u'swimming_trunks', 0.083206065, u'maillot', 0.0082760314]
[u'comic_book', 0.98098379, u'web_site', 0.004415812, u'toilet_seat', 0.0036486515]
[u'television', 0.54279292, u'barbershop', 0.069166437, u'barber_chair', 0.03155832]
[u'neck_brace', 0.30644491, u'pay-phone', 0.14948769, u'swing', 0.095826797]
[u'swimming_trunks', 0.69566631, u'bikini', 0.10535906, u'diaper', 0.065375023]
[u'comic_book', 0.27434695, u'brassiere', 0.17923591, u'bikini', 0.15924188]
[u'bikini', 0.70781732, u'maillot', 0.080547661, u'comic_book', 0.066048197]
[u'bikini', 0.79387796, u'crossword_puzzle', 0.11566117, u'swimming_trunks', 0.03448623]
[u'comic_book', 0.63458228, u'file', 0.1084231, u'iron', 0.050009292]
[u'comic_book', 0.38676089, u'crossword_puzzle', 0.10757788, u'shower_curtain', 0.050483286]
[u'bikini', 0.34795818, u'brassiere', 0.10913784, u'miniskirt', 0.075756572]
[u'vizsla', 0.48138914, u'crossword_puzzle', 0.13198014, u'brassiere', 0.03021933]
[u'tray', 0.20516352, u'sundial', 0.11207308, u'solar_dish', 0.086785831]
[u'bikini', 0.78271276, u'maillot', 0.048766904, u'swimming_trunks', 0.041067883]
[u'bikini', 0.42182606, u'maillot', 0.33190218, u'maillot', 0.08565373]
[u'bikini', 0.54870248, u'brassiere', 0.2934235, u'maillot', 0.043858849]
[u'crossword_puzzle', 0.92906266, u'comic_book', 0.061424833, u'hard_disc', 0.00137513]
[u'bikini', 0.58917761, u'brassiere', 0.20214583, u'maillot', 0.13994035]
[u'comic_book', 0.44480082, u'maillot', 0.093475431, u'maillot', 0.082515933]
[u'comic_book', 0.74317306, u'crossword_puzzle', 0.23589572, u'bikini', 0.0070685102]
[u'comic_book', 0.85691172, u'crossword_puzzle', 0.095499955, u'book_jacket', 0.0074995202]
[u'brassiere', 0.54514998, u'bikini', 0.10436527, u'comic_book', 0.064607002]
[u'bikini', 0.66008562, u'brassiere', 0.17015536, u'maillot', 0.069233701]
[u'comic_book', 0.88454527, u'web_site', 0.040286321, u'jigsaw_puzzle', 0.026903536]
[u'comic_book', 0.98518544, u'crossword_puzzle', 0.0067711445, u'maillot', 0.0013773204]
[u'bikini', 0.49783054, u'swimming_trunks', 0.14628209, u'crossword_puzzle', 0.12070281]
[u'comic_book', 0.35448295, u'jean', 0.13503785, u'solar_dish', 0.12382367]
[u'conch', 0.58765316, u'lotion', 0.045179345, u'piggy_bank', 0.028671477]
[u'bikini', 0.74549985, u'maillot', 0.19574575, u'maillot', 0.039205529]
[u'crossword_puzzle', 0.29735905, u'comic_book', 0.17265913, u'coil', 0.081850983]
[u'comic_book', 0.37849361, u'swimming_trunks', 0.091113709, u'earthstar', 0.049904034]
[u'comic_book', 0.87865019, u'crossword_puzzle', 0.015877528, u'web_site', 0.0089300619]
[u'sunglasses', 0.26414666, u'sunglass', 0.097036146, u'drumstick', 0.083689801]
[u'bikini', 0.7717889, u'maillot', 0.15828703, u'maillot', 0.04310707]
[u'bikini', 0.48294967, u'comic_book', 0.21171372, u'maillot', 0.089293182]
[u'swimming_trunks', 0.29682603, u'maillot', 0.13212375, u'maillot', 0.10648677]
[u'bikini', 0.9311235, u'maillot', 0.01993192, u'maillot', 0.018644547]
[u'bikini', 0.91335696, u'brassiere', 0.024329858, u'maillot', 0.019825472]
[u'bikini', 0.37577206, u'swimming_trunks', 0.25959137, u'diaper', 0.13550816]
[u'comic_book', 0.24256377, u'bikini', 0.10913163, u'jigsaw_puzzle', 0.079717286]
[u'swimming_trunks', 0.53294432, u'bikini', 0.31277966, u'comic_book', 0.045091737]
[u'brassiere', 0.44984907, u'hoopskirt', 0.1761663, u'gown', 0.15047693]
[u'bathtub', 0.53842539, u'swimming_trunks', 0.18340731, u'diaper', 0.068295822]
[u'comic_book', 0.65520883, u'web_site', 0.30766797, u'book_jacket', 0.0073007122]
[u'mask', 0.91792095, u'ski_mask', 0.016360978, u'comic_book', 0.0094709583]
[u'bathing_cap', 0.96381187, u'swimming_trunks', 0.011082123, u'comic_book', 0.0074542267]
[u'bikini', 0.85084373, u'maillot', 0.089300714, u'maillot', 0.022443827]
[u'bikini', 0.41682041, u'maillot', 0.21946049, u'maillot', 0.13980281]
[u'comic_book', 0.38404796, u'bikini', 0.30799907, u'crossword_puzzle', 0.063364863]
[u'brassiere', 0.8446542, u'bikini', 0.053994518, u'groom', 0.037997063]
[u'bikini', 0.63964182, u'brassiere', 0.12028581, u'comic_book', 0.065836869]
[u'swimming_trunks', 0.28305846, u'bathtub', 0.27798948, u'washbasin', 0.088952683]
[u'hoopskirt', 0.31595322, u'brassiere', 0.18889816, u'maillot', 0.1484661]
[u'neck_brace', 0.2441614, u'fur_coat', 0.079637095, u'panpipe', 0.079578564]
