[u'digital_clock', 0.077796869, u'web_site', 0.053416152, u'screen', 0.052338999, u'book_jacket', 0.047955319, u'rule', 0.039548263]
[u'digital_clock', 0.069917373, u'rule', 0.060642179, u'web_site', 0.054631729, u'book_jacket', 0.042255841, u'digital_watch', 0.03956743]
[u'web_site', 0.16291715, u'screen', 0.12178946, u'monitor', 0.11899709, u'television', 0.099948719, u'digital_clock', 0.054587953]
[u'digital_clock', 0.35556954, u'web_site', 0.048642907, u'book_jacket', 0.038684063, u'jersey', 0.030545017, u'digital_watch', 0.02927175]
[u'digital_clock', 0.37298071, u'jersey', 0.091499791, u'book_jacket', 0.046693318, u'digital_watch', 0.042332161, u'web_site', 0.028070267]
[u'refrigerator', 0.50211775, u'space_heater', 0.097437203, u'window_screen', 0.090381235, u'wardrobe', 0.033072617, u'window_shade', 0.029957253]
[u'window_screen', 0.34314567, u'patio', 0.30019316, u'mobile_home', 0.18094322, u'picket_fence', 0.10006786, u'sliding_door', 0.015449811]
[u'oscilloscope', 0.092270687, u'monitor', 0.078854874, u'web_site', 0.064291194, u'screen', 0.046386417, u'envelope', 0.033823356]
[u'digital_clock', 0.07623899, u'book_jacket', 0.049566291, u'rule', 0.048194155, u'jersey', 0.043881044, u'screen', 0.042245269]
[u'nail', 0.091354094, u'oscilloscope', 0.050807044, u'book_jacket', 0.050696447, u'web_site', 0.040660232, u'matchstick', 0.039788265]
[u'digital_clock', 0.20638821, u'picket_fence', 0.079817392, u'digital_watch', 0.073575005, u'screen', 0.059953716, u'analog_clock', 0.04955405]
[u'book_jacket', 0.083910652, u'digital_clock', 0.074963912, u'matchstick', 0.06477657, u'picket_fence', 0.059770912, u'web_site', 0.055667076]
[u'digital_clock', 0.88717079, u'digital_watch', 0.043443684, u'jersey', 0.018086188, u'scoreboard', 0.0068740612, u'analog_clock', 0.0065516513]
[u'oscilloscope', 0.19523609, u'envelope', 0.060387723, u'digital_clock', 0.055634294, u'web_site', 0.046941821, u'prayer_rug', 0.039352041]
[u'reel', 0.67013419, u'scabbard', 0.17026369, u'dumbbell', 0.079774663, u'fountain_pen', 0.020602742, u'rifle', 0.011075736]
[u'jersey', 0.17308442, u'digital_clock', 0.11472467, u'web_site', 0.069009408, u'book_jacket', 0.038498543, u'sweatshirt', 0.01933972]
[u'web_site', 0.13785045, u'digital_clock', 0.13346495, u'screen', 0.12454826, u'monitor', 0.1141037, u'television', 0.061333947]
[u'monitor', 0.23923241, u'television', 0.19389249, u'screen', 0.16530074, u'web_site', 0.11327935, u'laptop', 0.021253131]
[u'medicine_chest', 0.10417529, u'screen', 0.075154565, u'envelope', 0.069219656, u'monitor', 0.058332499, u'window_screen', 0.052268423]
[u'refrigerator', 0.43189853, u'window_screen', 0.093652837, u'space_heater', 0.059339035, u'window_shade', 0.048777688, u'sliding_door', 0.029675882]
[u'digital_clock', 0.071386091, u'rule', 0.059432585, u'book_jacket', 0.055927325, u'web_site', 0.046497311, u'jersey', 0.045621961]
[u'digital_clock', 0.58990991, u'analog_clock', 0.1812458, u'digital_watch', 0.14454447, u'wall_clock', 0.020179333, u'stopwatch', 0.0061917789]
[u'matchstick', 0.094093084, u'chime', 0.092268541, u'nail', 0.083057255, u'book_jacket', 0.05350602, u'digital_clock', 0.044051025]
[u'digital_clock', 0.29479033, u'analog_clock', 0.16710448, u'digital_watch', 0.13951974, u'medicine_chest', 0.032479208, u'oscilloscope', 0.025716104]
[u'digital_clock', 0.57298118, u'jersey', 0.087697349, u'web_site', 0.038278714, u'digital_watch', 0.028273463, u'book_jacket', 0.015554142]
[u'oscilloscope', 0.11383153, u'digital_clock', 0.097949356, u'web_site', 0.07640852, u'envelope', 0.069706596, u'medicine_chest', 0.049915332]
[u'monitor', 0.12041999, u'screen', 0.10222856, u'medicine_chest', 0.093850553, u'television', 0.060341001, u'web_site', 0.0575426]
[u'digital_clock', 0.51528382, u'digital_watch', 0.12631284, u'medicine_chest', 0.066102095, u'analog_clock', 0.060264762, u'prayer_rug', 0.016140686]
[u'digital_clock', 0.44398034, u'jersey', 0.05054304, u'digital_watch', 0.041662395, u'scoreboard', 0.036985237, u'book_jacket', 0.02787073]
[u'digital_clock', 0.9243868, u'digital_watch', 0.048761562, u'scoreboard', 0.0041055963, u'analog_clock', 0.0040522427, u'jersey', 0.003803384]
