[u'digital_clock', 0.1138282, u'loudspeaker', 0.045103058, u'web_site', 0.037509933, u'scoreboard', 0.031347565, u'cleaver', 0.02280172]
[u'envelope', 0.19250394, u'scale', 0.15806502, u'broom', 0.066235326, u'monitor', 0.065784842, u'safe', 0.065096267]
[u'web_site', 0.17431338, u'envelope', 0.078869298, u'digital_clock', 0.042584933, u'lotion', 0.028980047, u'cleaver', 0.028673632]
[u'web_site', 0.085963316, u'envelope', 0.041739065, u'cleaver', 0.032312453, u'power_drill', 0.02321914, u'jersey', 0.01774637]
[u'sunscreen', 0.16194952, u'web_site', 0.053000595, u'book_jacket', 0.05270965, u'hair_spray', 0.04094971, u'digital_clock', 0.040538996]
[u'street_sign', 0.91807336, u'digital_clock', 0.020968143, u'rule', 0.013255396, u'scale', 0.0073544686, u'envelope', 0.0040402701]
[u'web_site', 0.37600163, u'chain_saw', 0.06025758, u'hook', 0.043504659, u'ski', 0.02948837, u'Band_Aid', 0.02635565]
[u'web_site', 0.10826495, u'cleaver', 0.025560556, u'frying_pan', 0.021166109, u'hook', 0.019601781, u'nail', 0.018562417]
[u'goldfish', 0.53118277, u'beaker', 0.082466826, u'pill_bottle', 0.068673484, u'honeycomb', 0.029418213, u'volcano', 0.029268384]
[u'web_site', 0.332353, u'envelope', 0.12658316, u'nail', 0.018265918, u'oil_filter', 0.018054008, u'dishwasher', 0.01415014]
[u'web_site', 0.16644154, u'envelope', 0.077518813, u'cleaver', 0.042731401, u'power_drill', 0.041145597, u'can_opener', 0.028277282]
[u'web_site', 0.13081279, u'envelope', 0.056368999, u'dishwasher', 0.027561909, u'can_opener', 0.026539849, u'cleaver', 0.023578582]
[u'pick', 0.047987077, u'nail', 0.047205973, u'hook', 0.021524249, u'drum', 0.019043276, u'frying_pan', 0.018319303]
[u'digital_clock', 0.14212948, u'web_site', 0.086963452, u'hair_spray', 0.084694102, u'digital_watch', 0.070499234, u'ski', 0.060107358]
[u'hook', 0.15352434, u'nipple', 0.11289395, u'web_site', 0.07790897, u'nematode', 0.072008438, u'can_opener', 0.054194674]
[u'web_site', 0.17996858, u'envelope', 0.032816906, u'hook', 0.027741281, u'cleaver', 0.02279255, u'can_opener', 0.021381807]
[u'web_site', 0.076566167, u'cleaver', 0.044690493, u'hook', 0.031691954, u'power_drill', 0.031456649, u'frying_pan', 0.027590539]
[u'web_site', 0.31170475, u'envelope', 0.23602132, u'can_opener', 0.020525128, u'dishwasher', 0.015001719, u'cleaver', 0.013021774]
[u'web_site', 0.19600284, u'envelope', 0.020295523, u'ski', 0.019388761, u'digital_clock', 0.01505232, u'analog_clock', 0.014051766]
[u'can_opener', 0.13508777, u'web_site', 0.10413066, u'chain_saw', 0.046041626, u'ski', 0.045617498, u'cleaver', 0.033279844]
[u'safe', 0.2031956, u'scale', 0.14711533, u'envelope', 0.10784826, u'monitor', 0.06818381, u'can_opener', 0.044228178]
[u'envelope', 0.84409994, u'web_site', 0.086879365, u'safe', 0.0082804002, u'binder', 0.005571628, u'lotion', 0.0054222681]
[u'web_site', 0.10005254, u'digital_clock', 0.090537943, u'whistle', 0.076130837, u'hook', 0.039687458, u'analog_clock', 0.026315836]
[u'hair_slide', 0.8898015, u'whistle', 0.023191735, u'parachute', 0.018927205, u'Band_Aid', 0.0082994709, u'hair_spray', 0.0079223188]
[u'hook', 0.22967529, u'nail', 0.057142057, u'tripod', 0.044499245, u'cleaver', 0.027689707, u'stopwatch', 0.02616068]
[u'kite', 0.16864789, u'frilled_lizard', 0.062609218, u'cricket', 0.059318554, u'web_site', 0.058395255, u'starfish', 0.054418709]
[u'web_site', 0.055896912, u'nail', 0.024236092, u'frying_pan', 0.020187501, u'power_drill', 0.020145027, u'cleaver', 0.0189976]
[u'digital_clock', 0.068272777, u'analog_clock', 0.047689181, u'binder', 0.032169003, u'bulletproof_vest', 0.026734984, u'screen', 0.024026345]
[u'web_site', 0.068730615, u'cleaver', 0.0427115, u'hook', 0.031073822, u'power_drill', 0.026822753, u'frying_pan', 0.025358075]
[u'book_jacket', 0.15094288, u'Windsor_tie', 0.073879257, u'prayer_rug', 0.072735317, u'Band_Aid', 0.061370835, u'web_site', 0.053573307]
[u'scoreboard', 0.23329449, u'digital_clock', 0.16771848, u'remote_control', 0.045354348, u'book_jacket', 0.040438849, u'analog_clock', 0.039355233]
[u'web_site', 0.056879096, u'envelope', 0.042090014, u'cleaver', 0.027256178, u'frying_pan', 0.015860658, u'dishwasher', 0.015021167]
[u'puck', 0.46282583, u'pick', 0.38913196, u'face_powder', 0.095440038, u'frying_pan', 0.014653116, u'loupe', 0.011229365]
[u'envelope', 0.16730674, u'web_site', 0.091444395, u'can_opener', 0.039601501, u'scale', 0.027928222, u'hook', 0.015625115]
[u'web_site', 0.41584864, u'sewing_machine', 0.066883013, u'hook', 0.04021246, u'dining_table', 0.023225063, u'assault_rifle', 0.018975124]
[u'web_site', 0.041970231, u'nail', 0.03275007, u'hook', 0.022656653, u'frying_pan', 0.020693066, u'power_drill', 0.017159063]
[u'web_site', 0.17306691, u'envelope', 0.14222783, u'can_opener', 0.035970297, u'rule', 0.025373563, u'scale', 0.025042616]
[u'envelope', 0.34981906, u'web_site', 0.12416607, u'binder', 0.07722833, u'Band_Aid', 0.03037833, u'lighter', 0.019202167]
[u'envelope', 0.24646275, u'web_site', 0.2100693, u'can_opener', 0.031435657, u'broom', 0.029305112, u'rule', 0.019435758]
[u'digital_clock', 0.84265655, u'digital_watch', 0.040651385, u'stopwatch', 0.027954198, u'scoreboard', 0.021762574, u'analog_clock', 0.0080186874]
[u'web_site', 0.26079613, u'digital_clock', 0.03106129, u'hair_spray', 0.019118456, u'envelope', 0.018570634, u'analog_clock', 0.013625427]
[u'web_site', 0.1100035, u'envelope', 0.054694396, u'cleaver', 0.032808375, u'power_drill', 0.027652131, u'can_opener', 0.024177553]
[u'schipperke', 0.19427255, u'ibex', 0.11583508, u'groenendael', 0.039782178, u'kelpie', 0.036208652, u'web_site', 0.030992776]
[u'web_site', 0.25018758, u'can_opener', 0.1242164, u'stopwatch', 0.063569322, u'safety_pin', 0.04912699, u'plunger', 0.038412139]
[u'web_site', 0.087410495, u'digital_clock', 0.042146966, u'envelope', 0.031625938, u'hook', 0.031108838, u'oil_filter', 0.030507224]
[u'hook', 0.047809869, u'web_site', 0.047790267, u'envelope', 0.037984535, u'power_drill', 0.028674569, u'can_opener', 0.023553858]
[u'web_site', 0.16258973, u'oil_filter', 0.034657057, u'lotion', 0.027363576, u'Band_Aid', 0.022274368, u'sunscreen', 0.022221854]
[u'hook', 0.079911388, u'web_site', 0.054927114, u'cleaver', 0.044453852, u'can_opener', 0.034825008, u'safety_pin', 0.022188677]
[u'nematode', 0.12562273, u'hair_slide', 0.05966704, u'whistle', 0.036876738, u'web_site', 0.03505927, u'hook', 0.032509424]
[u'web_site', 0.089280263, u'nail', 0.037901901, u'hook', 0.022204114, u'envelope', 0.022098679, u'power_drill', 0.015245775]
[u'perfume', 0.11085465, u'loudspeaker', 0.07590998, u'entertainment_center', 0.052845459, u'dining_table', 0.052157912, u'digital_clock', 0.046720222]
[u'web_site', 0.033430699, u'nail', 0.027460085, u'power_drill', 0.019127643, u'pill_bottle', 0.01532017, u'face_powder', 0.014816787]
[u'web_site', 0.13915227, u'digital_clock', 0.06214992, u'analog_clock', 0.050283279, u'nail', 0.033654414, u'hair_spray', 0.026093727]
[u'web_site', 0.22154827, u'envelope', 0.11448805, u'cleaver', 0.070569932, u'can_opener', 0.023926323, u'hand_blower', 0.020177519]
[u'sunscreen', 0.70505005, u'web_site', 0.06869743, u'envelope', 0.065759107, u'book_jacket', 0.013911097, u'packet', 0.011981455]
[u'envelope', 0.57774824, u'safe', 0.046732273, u'web_site', 0.045666963, u'monitor', 0.020589445, u'hand_blower', 0.01616071]
[u'envelope', 0.20638202, u'scale', 0.062453106, u'safe', 0.053063195, u'hand_blower', 0.03022461, u'can_opener', 0.02884963]
[u'web_site', 0.060031239, u'hook', 0.0263859, u'cleaver', 0.019935051, u'stopwatch', 0.019071866, u'digital_clock', 0.017655002]
[u'web_site', 0.20769782, u'cleaver', 0.042057443, u'loudspeaker', 0.033670478, u'ski', 0.032406118, u'frying_pan', 0.025459113]
[u'envelope', 0.38546973, u'web_site', 0.17241773, u'whistle', 0.025039757, u'hand_blower', 0.024805572, u'safe', 0.023501452]
[u'envelope', 0.1638926, u'can_opener', 0.051659498, u'web_site', 0.047174718, u'hook', 0.025926024, u'lighter', 0.01676072]
[u'web_site', 0.057381716, u'nail', 0.029780759, u'hook', 0.028768284, u'cleaver', 0.019154947, u'envelope', 0.018585134]
[u'crossword_puzzle', 0.95996356, u'scoreboard', 0.0018216845, u'loudspeaker', 0.0016822011, u'remote_control', 0.0015679217, u'book_jacket', 0.001188772]
[u'envelope', 0.21063209, u'safe', 0.16042255, u'scale', 0.092361398, u'carton', 0.063724905, u'web_site', 0.032718055]
[u'digital_clock', 0.5097906, u'pick', 0.22725265, u'web_site', 0.039976828, u'digital_watch', 0.01761039, u'analog_clock', 0.014802483]
[u'digital_clock', 0.22025597, u'street_sign', 0.18779399, u'scoreboard', 0.033353724, u'web_site', 0.02376114, u'stopwatch', 0.020631293]
[u'power_drill', 0.059615158, u'jersey', 0.057234287, u'chain_saw', 0.031848311, u'web_site', 0.029009905, u'neck_brace', 0.020756194]
[u'chime', 0.18678136, u'tripod', 0.11418533, u'bell_cote', 0.070386194, u'rule', 0.055908702, u'sundial', 0.043902665]
[u'web_site', 0.14516264, u'cleaver', 0.026878728, u'frying_pan', 0.023307588, u'envelope', 0.02302344, u'hook', 0.021990763]
[u'envelope', 0.57107049, u'safe', 0.094701171, u'web_site', 0.034992766, u'carton', 0.0341019, u'monitor', 0.030876871]
[u'web_site', 0.17535087, u'envelope', 0.070731327, u'safety_pin', 0.035300598, u'can_opener', 0.031624593, u'nematode', 0.030988291]
[u'envelope', 0.33172783, u'digital_clock', 0.057876516, u'file', 0.056162912, u'web_site', 0.031829551, u'projector', 0.016972618]
[u'sloth_bear', 0.2913883, u'American_black_bear', 0.097121701, u'groenendael', 0.086307056, u'wild_boar', 0.084035076, u'Indian_elephant', 0.056143939]
[u'digital_clock', 0.77619374, u'web_site', 0.049731497, u'digital_watch', 0.029844306, u'analog_clock', 0.021654109, u'stopwatch', 0.01204603]
[u'web_site', 0.19530858, u'envelope', 0.1945042, u'dishwasher', 0.023237471, u'washer', 0.017751345, u'can_opener', 0.017426085]
[u'web_site', 0.11282299, u'envelope', 0.092414275, u'whistle', 0.085581705, u'Windsor_tie', 0.027575221, u'oil_filter', 0.02747556]
[u'analog_clock', 0.44489568, u'screw', 0.10797807, u'wall_clock', 0.058984619, u'screwdriver', 0.033076897, u'hook', 0.030959878]
[u'web_site', 0.23132692, u'envelope', 0.21468946, u'can_opener', 0.049397063, u'hand_blower', 0.01525378, u'scale', 0.014887806]
[u'web_site', 0.23438999, u'envelope', 0.046308573, u'cleaver', 0.029898034, u'can_opener', 0.028379358, u'frying_pan', 0.027068116]
[u'screw', 0.033508278, u'oil_filter', 0.028378734, u'envelope', 0.028258109, u'nail', 0.027666697, u'whistle', 0.027065014]
